"","HNO204_37_d23_DIFF_B1","HNO204_MX_d23_DIFF_B1","HNO918_37_d23_DIFF_B1","HNO918_MX_d23_DIFF_B1","HNO919_37_d23_DIFF_B1","HNO919_MX_d23_DIFF_B1","HNO204_37_d23_DIFF_B2","HNO204_MX_d23_DIFF_B2","HNO918_37_d23_DIFF_B2","HNO918_MX_d23_DIFF_B2","HNO919_37_d23_DIFF_B2","HNO919_MX_d23_DIFF_B2"
"ENSG00000141161",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141179",245,272,387,337,220,343,158,326,218,300,222,165
"ENSG00000141194",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141198",723,930,1028,1118,667,731,378,795,601,648,502,222
"ENSG00000141200",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141219",578,774,796,667,559,442,363,493,399,334,354,201
"ENSG00000141232",1930,2011,2392,2449,1972,1830,1139,2498,1212,1552,1321,773
"ENSG00000141252",1107,1361,1558,1533,907,1134,853,1393,1120,1169,1070,685
"ENSG00000141255",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141258",3449,4690,4890,3958,4019,4402,3250,4773,3557,2805,3012,2614
"ENSG00000141279",2143,2917,3183,3182,2479,2408,1267,2086,1687,1497,1523,723
"ENSG00000141293",7,12,18,11,4,2,25,30,0,7,5,15
"ENSG00000141294",3816,3259,6304,3650,3451,2390,3693,4186,3766,2895,4029,2682
"ENSG00000141295",429,644,680,787,509,808,461,1382,616,951,627,1068
"ENSG00000141298",529,653,683,703,481,571,209,434,418,413,374,162
"ENSG00000141314",29,50,89,84,41,61,64,137,41,111,64,74
"ENSG00000141316",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000141337",70,137,82,108,101,134,70,142,61,103,60,53
"ENSG00000141338",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141349",968,1141,1371,1476,787,1179,968,1974,1050,1603,1200,1213
"ENSG00000141367",8163,10770,11170,11495,8852,8543,3392,6449,5438,5660,5402,2583
"ENSG00000141371",0,0,1,4,0,0,2,0,0,1,1,0
"ENSG00000141376",985,1022,1584,1479,1008,988,698,1282,1112,1221,1159,761
"ENSG00000141378",229,293,354,267,234,250,195,370,202,247,209,278
"ENSG00000141380",3001,3590,4369,4018,2795,2708,1961,2882,2147,2247,2096,1300
"ENSG00000141384",131,239,133,182,139,169,68,125,73,89,64,45
"ENSG00000141385",1319,1900,1852,1947,1297,1839,822,2073,1010,1370,988,896
"ENSG00000141391",15,15,20,33,4,13,11,19,19,20,12,20
"ENSG00000141401",1027,1247,1652,1733,885,1005,1757,2548,1596,1452,1917,1718
"ENSG00000141404",1089,1380,1294,1529,918,995,820,1234,877,748,724,340
"ENSG00000141424",2509,3001,3413,3361,2931,2789,1106,1936,1787,1793,1810,862
"ENSG00000141425",1656,1815,1974,2248,1667,1691,831,1458,1154,1100,1008,542
"ENSG00000141428",175,210,204,253,215,204,155,271,130,175,173,226
"ENSG00000141429",2287,2695,3463,3324,2566,2582,1249,2419,1797,2027,1672,1107
"ENSG00000141431",2,1,0,0,0,0,2,0,0,0,1,0
"ENSG00000141433",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141434",0,0,5,2,0,0,0,0,0,0,0,2
"ENSG00000141437",0,3,0,0,0,3,0,2,0,0,0,0
"ENSG00000141441",715,782,745,626,591,527,483,519,433,387,432,120
"ENSG00000141446",673,877,997,1205,711,744,389,771,506,568,445,299
"ENSG00000141447",804,1046,1453,1773,655,894,583,1270,837,898,749,427
"ENSG00000141448",175,164,201,229,219,223,168,253,161,154,165,108
"ENSG00000141449",2,5,0,4,8,4,4,1,3,5,1,2
"ENSG00000141452",424,578,609,556,439,454,315,542,309,386,363,247
"ENSG00000141456",1632,1788,2462,2119,1488,1613,1902,3357,2246,2076,2108,2147
"ENSG00000141458",670,764,961,886,684,716,333,540,485,515,566,210
"ENSG00000141469",4,29,41,19,12,11,17,13,11,14,7,5
"ENSG00000141480",712,651,1053,718,711,692,810,1310,716,792,648,714
"ENSG00000141485",17,13,31,19,16,5,18,23,23,9,18,21
"ENSG00000141497",161,231,174,159,204,283,137,281,137,178,149,247
"ENSG00000141499",884,1106,1491,1301,883,929,1057,1878,1062,1310,1124,1406
"ENSG00000141503",4635,5416,7030,5493,5218,5276,3630,5177,5193,3974,4387,2404
"ENSG00000141504",616,591,929,653,503,492,729,1295,611,769,746,975
"ENSG00000141505",5,8,14,14,2,3,18,21,5,15,8,15
"ENSG00000141506",3,0,0,0,3,4,7,2,1,3,2,2
"ENSG00000141510",1557,1923,1806,1989,1432,1628,1397,2181,1519,1609,1699,985
"ENSG00000141519",2211,2505,4955,2955,2383,1756,2008,2860,2688,1773,2318,1254
"ENSG00000141522",2440,2244,2988,2636,1829,2359,2521,3731,2557,2613,2997,2043
"ENSG00000141524",1502,1628,2285,1807,1802,1835,1081,2088,1907,1720,2004,1551
"ENSG00000141526",1819,1426,3159,2045,1794,1849,1877,3264,2811,2371,2997,1673
"ENSG00000141527",114,189,245,196,149,164,122,241,140,215,142,141
"ENSG00000141540",28,30,79,66,35,35,35,39,47,47,51,31
"ENSG00000141542",457,589,793,801,435,454,512,1092,649,771,673,607
"ENSG00000141543",1535,1890,2315,2285,1418,1581,1459,2809,1826,2014,1881,1639
"ENSG00000141551",3080,3279,4934,3784,3011,3108,2857,4596,3435,3305,3463,2397
"ENSG00000141552",796,1020,1323,1162,901,825,1280,2481,1139,1584,1622,2192
"ENSG00000141556",1550,1868,3076,2566,1528,1549,1512,2398,2140,1861,1925,1694
"ENSG00000141560",419,391,809,640,565,556,442,673,549,614,632,477
"ENSG00000141562",960,1211,1519,1314,1063,1212,1135,2058,1200,1155,1126,1376
"ENSG00000141564",912,975,1076,874,665,747,615,848,890,788,906,437
"ENSG00000141568",1633,1668,2375,2001,1575,1598,1300,1776,2059,1588,1652,800
"ENSG00000141569",422,467,726,577,467,456,425,647,515,473,496,407
"ENSG00000141570",244,203,308,166,182,148,241,516,172,216,187,271
"ENSG00000141574",306,279,367,216,247,313,404,436,461,353,625,421
"ENSG00000141576",14,7,24,26,16,23,3,19,13,5,22,12
"ENSG00000141577",636,684,986,706,488,594,712,1513,692,798,643,959
"ENSG00000141579",1360,1712,1459,1381,1249,1201,1264,1574,989,1014,1282,541
"ENSG00000141580",2786,3445,4693,4520,2607,2906,2147,3694,2806,3034,2772,1485
"ENSG00000141582",683,678,730,512,460,618,526,1102,534,643,529,405
"ENSG00000141622",153,196,140,211,119,193,126,192,158,137,108,160
"ENSG00000141627",921,1188,1347,1443,834,1007,615,1231,821,966,890,602
"ENSG00000141639",8,15,8,4,3,1,12,3,1,5,1,1
"ENSG00000141642",196,225,305,298,163,204,170,307,187,182,176,164
"ENSG00000141644",1547,2032,2406,2161,1876,2018,1470,2167,1568,1484,1515,932
"ENSG00000141646",1656,1865,2506,2494,1586,1566,1139,1663,1432,1196,1315,681
"ENSG00000141655",133,169,422,475,193,223,46,126,182,302,232,108
"ENSG00000141664",580,785,1301,1192,796,696,311,491,640,644,533,215
"ENSG00000141665",696,719,1545,1043,744,413,485,617,778,662,864,380
"ENSG00000141668",0,0,3,3,0,0,0,1,0,0,0,1
"ENSG00000141682",568,565,481,632,513,447,278,505,332,350,325,251
"ENSG00000141696",228,167,380,256,214,214,309,379,331,270,308,195
"ENSG00000141698",475,603,716,675,533,623,630,1218,571,757,665,736
"ENSG00000141699",1183,1267,1874,1572,952,1333,1264,1876,1839,1586,1723,1246
"ENSG00000141736",10041,9625,15694,11378,8929,9403,8421,12537,11414,9774,12016,5384
"ENSG00000141738",380,607,733,601,499,589,513,753,614,511,632,559
"ENSG00000141741",552,456,1001,732,492,404,622,827,620,626,811,722
"ENSG00000141744",1,0,3,0,4,1,2,6,7,4,2,4
"ENSG00000141748",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141750",32,19,12,10,3,17,20,25,16,24,5,6
"ENSG00000141753",3618,3243,5463,4103,3298,3819,4780,7777,5183,4034,5829,4700
"ENSG00000141756",15,26,53,81,32,41,38,67,52,54,31,63
"ENSG00000141759",1346,1497,1777,1708,1328,1455,1326,2532,1225,1527,1617,1857
"ENSG00000141837",251,195,453,364,208,136,221,294,231,239,198,73
"ENSG00000141854",433,394,559,298,305,382,408,740,371,420,425,433
"ENSG00000141858",1351,1077,1612,1083,1130,1095,1373,2064,1442,1297,1648,1284
"ENSG00000141867",1977,2356,2813,2734,1857,1918,1762,2090,2449,1858,2022,881
"ENSG00000141873",502,499,665,478,449,474,482,939,501,695,728,775
"ENSG00000141905",3018,3055,4420,4086,2567,3039,2524,3316,3727,3264,2910,1584
"ENSG00000141933",345,386,372,344,201,311,497,1052,372,595,589,946
"ENSG00000141934",2937,2755,5592,4028,3287,2859,3505,4846,4212,3707,5275,3280
"ENSG00000141946",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141956",337,557,564,475,364,368,308,425,382,263,278,210
"ENSG00000141959",3385,4317,5450,4873,3027,3735,3870,7015,4744,4700,4790,4819
"ENSG00000141965",108,102,157,131,99,113,81,108,152,161,155,70
"ENSG00000141968",668,809,893,759,777,804,562,1191,527,648,687,689
"ENSG00000141971",740,888,1169,911,636,801,1164,1606,1095,1071,1389,1336
"ENSG00000141977",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141979",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141985",2271,2242,2677,2268,2058,2235,2672,4272,2683,2734,3012,2612
"ENSG00000141994",435,550,677,555,456,509,487,942,495,528,461,654
"ENSG00000142002",1071,944,1379,773,1062,935,896,1044,1099,795,998,526
"ENSG00000142025",0,1,0,0,0,0,0,0,0,1,0,3
"ENSG00000142039",1836,1682,2834,2252,1639,1607,1789,2299,2155,1936,2058,1121
"ENSG00000142046",99,107,192,165,94,113,142,242,119,188,117,253
"ENSG00000142065",355,390,483,439,377,255,203,251,175,154,202,79
"ENSG00000142082",423,549,730,748,453,498,598,1043,663,695,633,680
"ENSG00000142089",1679,1648,2492,2114,2184,2440,1739,3097,2268,2798,2549,4018
"ENSG00000142102",193,305,469,368,258,314,218,326,281,168,202,283
"ENSG00000142149",247,169,1007,633,439,354,340,340,698,513,527,185
"ENSG00000142156",121,113,292,258,69,69,422,570,255,218,229,186
"ENSG00000142166",2737,2966,3701,3299,2850,2526,1455,2048,1665,1597,1900,885
"ENSG00000142168",3634,3676,7418,5805,3045,3139,3645,6480,3936,4565,4591,5306
"ENSG00000142173",3,5,5,0,2,0,3,3,1,1,8,14
"ENSG00000142178",107,83,5,10,10,8,52,101,5,3,8,4
"ENSG00000142182",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000142185",1,0,0,0,0,0,12,4,3,4,6,0
"ENSG00000142186",1527,1704,2164,1877,1440,1510,1703,2754,1930,1984,2232,1760
"ENSG00000142188",944,1103,1594,1396,951,858,875,1389,940,986,984,565
"ENSG00000142192",19367,19052,23794,20986,20348,18773,11107,17685,16967,14237,14693,6590
"ENSG00000142197",958,1253,979,1100,931,1093,505,900,499,607,508,188
"ENSG00000142207",2183,2214,3219,2601,2338,1989,975,1187,1848,1456,1697,589
"ENSG00000142208",2419,3068,3894,3726,2237,2894,2437,4424,2959,3200,2808,1852
"ENSG00000142224",11,9,23,31,2,10,2,4,10,36,16,18
"ENSG00000142227",54,77,156,120,93,112,138,206,96,104,93,168
"ENSG00000142230",1486,1724,1966,1898,1483,1660,1478,2642,1429,1728,1678,1412
"ENSG00000142233",23,52,88,112,19,64,34,53,45,38,28,101
"ENSG00000142235",411,247,481,285,415,378,731,683,604,261,591,273
"ENSG00000142252",227,236,366,322,221,236,219,354,219,239,291,275
"ENSG00000142273",458,546,822,734,525,630,677,902,758,596,814,689
"ENSG00000142279",394,354,440,279,423,423,526,936,495,437,549,450
"ENSG00000142303",51,50,46,46,16,13,33,67,40,13,20,27
"ENSG00000142319",0,0,0,0,3,1,0,0,0,0,0,0
"ENSG00000142327",2033,2125,3411,2915,2103,2565,2855,4295,3669,3651,3712,2990
"ENSG00000142330",691,664,1121,805,715,715,930,1428,941,725,821,828
"ENSG00000142347",24,21,33,29,17,30,25,49,32,30,30,75
"ENSG00000142396",81,164,162,148,182,152,70,81,80,47,56,57
"ENSG00000142405",0,0,0,0,0,0,1,0,0,0,5,2
"ENSG00000142408",1,0,0,0,2,2,0,0,0,0,0,3
"ENSG00000142409",769,794,1201,933,602,826,1089,1935,1231,1280,1402,1162
"ENSG00000142444",425,429,588,542,358,377,487,676,492,459,620,345
"ENSG00000142449",0,6,8,5,17,8,8,3,1,0,21,3
"ENSG00000142453",1183,1350,1952,1854,1111,1118,1187,1426,1548,1297,1496,537
"ENSG00000142459",664,598,891,668,575,647,636,1010,841,735,780,630
"ENSG00000142484",2,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000142494",162,249,393,476,182,277,220,338,322,308,281,285
"ENSG00000142507",1587,1597,1950,1705,1124,1385,1593,3330,1522,1849,1987,2509
"ENSG00000142511",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142512",0,0,7,4,1,1,5,2,0,0,1,3
"ENSG00000142513",0,0,4,0,4,2,0,0,4,3,0,3
"ENSG00000142515",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142528",608,829,992,718,877,584,782,778,614,396,403,346
"ENSG00000142530",67,53,108,99,49,48,90,116,98,102,94,108
"ENSG00000142534",13443,13764,24032,18727,13855,14145,18784,36075,17128,22042,21699,32365
"ENSG00000142538",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142539",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142541",40410,49830,70147,69324,37150,47394,60658,128069,64007,86117,77889,120318
"ENSG00000142544",332,258,421,338,225,272,375,660,384,461,542,610
